GENOTYPE,Gaillac.2012.OPT,Karlsruhe.2012.WD,Karlsruhe.2012.OPT,Debrecen.2012.OPT,Debrecen.2012.WD,Debrecen.2013.WD,Martonvasar.2013.OPT,Martonvasar.2013.WD,Karlsruhe.2013.WD,Karlsruhe.2013.OPT,Gaillac.2013.WD,Murony.2013.OPT,Murony.2013.WD,Gaillac.2013.OPT,Nerac.2013.WD,Craiova.2012.OPT,Campagnola.2013.OPT,Campagnola.2013.WD,Nerac.2013.OPT,Nerac.2012.WD,Nerac.2012.OPT,Craiova.2012.WD,Campagnola.2012.OPT,Campagnola.2012.WD,Graneros.2013.WD
PHK76,111.430866,109.8405292,98.3097013,64.91454185,63.70307766,61.73607872,128.3855133,94.36738597,100.9295881,97.23022521,83.37528726,86.06434352,74.02473321,99.18065558,42.86083253,56.16012997,50.16461249,41.09328282,79.16280593,53.5149322,87.46565108,30.68279264,41.36861512,24.34476168,76.06123113
PHR36,113.6194624,110.2665664,97.88587578,61.99140604,55.06280205,58.78719156,112.0078013,77.116423,121.0523393,92.66816361,85.42096508,66.59804379,66.48158945,113.8210502,56.24582795,39.69761677,52.64247985,44.14721411,92.15014533,60.19006648,96.58460609,16.16435178,38.8903292,28.2590429,61.10859174
PHT77,117.6508377,117.6197771,89.62195959,77.60295034,63.76939731,75.92534781,105.2333514,84.62920291,108.4309312,92.10418151,79.53859848,79.8585704,73.11375722,113.1527559,43.6246305,17.44031259,58.40032394,47.78576982,86.98652092,55.22802156,89.94817884,8.65164321,27.3838815,13.50402502,74.02210843
PHV63,114.8339199,110.7555144,98.72819775,68.4704215,66.65539354,76.09814813,133.880133,95.16372966,119.1229213,102.431126,94.26566542,93.30067141,75.36637147,117.7992413,36.64827949,54.73951473,57.26706819,38.20754095,93.45351277,43.21760042,97.46844197,18.22321715,56.42433358,17.21981617,75.86668006
PHW65,113.7613614,113.4927228,110.622907,75.75236951,76.44692709,73.37753361,116.4895392,94.5570866,137.0062082,104.8250552,88.06126008,88.58675543,80.39767021,118.8033413,55.95011666,51.79662141,66.58739218,49.08745848,82.47977966,66.53458325,99.65455968,25.00349143,52.60024509,25.9405238,77.18156797
PHZ51,120.3410804,110.0061866,119.1855882,74.86671452,54.30333524,62.57454628,100.222716,78.02660229,116.56642,104.6771095,86.88150161,91.83572869,78.00098485,121.2114618,58.37320128,28.68095434,57.35184879,38.34052796,86.32285207,64.67221816,98.34890876,7.49832109,35.76196208,20.45911641,65.95857804
SC-MALAWI,135.213686,127.7592131,102.503884,45.11242322,50.29864836,60.84617594,93.42684552,73.82529606,117.0907338,100.8333575,71.89175921,63.54870207,58.45433633,99.58300997,32.50418601,46.66112747,39.84415568,39.64843232,85.90787504,36.73651417,98.89724457,14.39348826,25.59150718,10.30935496,44.88530401
UH_2500,87.47331359,73.93382952,79.27782658,46.33018438,48.96567847,27.36607403,86.8045658,63.68999711,58.63445879,45.17556135,52.06079858,59.03196732,46.88357369,75.5746162,29.99420939,37.36061904,49.88111368,28.0834159,75.98829001,38.01914861,68.89799724,6.87088737,41.22697115,15.55608308,59.50575856
UH_6102,98.58897868,106.9449941,100.7241692,62.50477932,51.81868197,57.94108763,102.5898447,76.08138483,88.68318251,74.79549154,66.61828114,69.20425625,60.31971944,88.53930169,34.19415266,41.65400314,48.50009681,27.92997569,84.32576713,55.07699252,93.37546942,9.12534604,39.6238564,15.88320344,66.26386808
UH_6179,104.489863,94.50675376,105.2918343,61.62732829,48.25799181,57.81376244,96.72629851,75.20762001,98.21342318,60.35372244,71.98493077,69.94629776,68.25483728,91.89734161,34.72258673,42.94270484,52.84506086,26.70196372,83.83562492,48.9278271,76.76356215,3.07197931,31.37211171,21.49060847,76.00538625
UH_P024,112.8663762,107.8558778,94.33091534,49.86493996,48.39985573,64.11496913,117.5160335,94.68497178,97.91479556,72.60512457,81.77292131,87.62270048,72.15006355,108.4563142,46.72171065,26.77204843,58.30150306,40.11799708,84.16183623,49.63068395,90.09060621,16.70034899,50.79717184,14.65836576,73.60472215
UH_P060,108.6585735,90.75725681,103.6891822,65.09891999,51.8283361,50.8330645,89.32591704,69.87502136,85.3698758,72.05439658,76.18953792,56.14177879,52.71149633,95.25559123,30.53909994,30.18756725,60.49530831,30.69955947,78.27363179,49.21735067,83.62701927,8.71978383,21.35970193,8.84763536,63.77653834
UH_P064,116.8451404,105.2971212,114.1388666,61.99241651,62.0638301,66.52010535,121.8369175,87.56280708,90.52530152,75.55258042,89.68008358,39.25041504,50.14638639,110.9745302,45.06139301,36.55554475,47.75237057,36.30883561,76.0759051,53.23586384,96.64970016,20.55567521,59.16189682,33.38237346,79.88575142
UH_P074,116.1725471,93.67831015,75.7077683,48.67082545,53.19605763,59.02159236,111.2193601,90.63649635,98.10617041,73.94485994,74.18231343,59.30382391,62.62080163,98.9208077,37.24154513,31.49813144,52.50319496,35.32319541,73.80519638,51.09766658,84.45087329,11.67063158,52.84873513,22.34872408,71.52662688
UH_P087,104.4981545,96.78335944,93.77431635,51.59526518,56.12348574,53.97902291,98.37572414,62.23937705,81.71896204,58.64975831,67.4379722,57.02305876,54.20054149,91.25643784,29.640244,41.89001924,52.00877832,34.3831766,89.14948128,44.99903643,81.27276763,9.30833334,46.3091725,15.07314296,69.64062906
UH_P089,115.2927022,88.34614449,78.57269768,72.43375865,59.47932104,57.13346767,119.9357777,88.93498409,78.89416992,75.36016686,78.77292216,72.67159485,54.0788398,92.71021607,44.39404382,60.68393752,51.4664687,34.12462047,78.89725679,51.74452124,86.76313324,30.64492754,63.09315067,35.03602284,85.70971037
UH_P104,107.6221512,91.82910641,98.77364477,49.93267819,45.18122024,40.29459982,88.64047978,57.82808763,89.61419161,66.52785199,70.21158047,75.01295631,48.34486248,87.12133884,37.80105647,39.90297199,54.35750887,29.9820661,63.64645521,48.08891089,86.34877619,6.6853887,28.53749049,19.59549922,57.03130064
UH_P115,118.970039,98.64054169,99.71527214,63.09558608,52.51449257,55.61323772,96.3796264,68.50977741,98.22856304,63.73726594,72.59005438,62.75777896,62.82076255,92.12649121,37.29816017,33.59073855,60.73745335,41.36913794,87.7515318,59.64283771,92.11575015,13.26897642,25.29823591,17.4154593,75.50445855
UH_P128,110.5987946,96.39926064,97.68860639,66.79643609,49.57560531,57.7964084,101.4673198,66.96702987,102.6137192,82.02510874,83.71829025,80.51535682,64.20459881,106.3807872,35.12548149,28.23090041,55.4791132,45.63359585,71.98532963,53.3392148,86.68114811,7.75502445,36.17727201,13.53331241,72.21803385
UH_P148,97.89849891,95.70382245,101.4000865,53.53235653,43.36253974,55.51320208,120.0624585,87.75667195,89.04779035,73.22452305,73.62072521,70.33239688,76.02267143,95.9044289,45.46412597,32.91997261,51.87722034,40.99871301,75.98857835,56.23629727,89.12690092,20.14591776,55.03962853,21.1695985,70.94333105
UH_S018,114.3462683,106.2807344,101.2571238,69.82768931,59.2116075,58.0587951,131.4585,89.87020539,105.2631066,71.51917591,89.47797785,77.75828347,70.7809376,116.0271279,36.69144686,50.67391213,67.35853783,50.50745169,95.27647993,49.09544834,91.57529705,9.41461254,53.28112021,31.57742781,83.72952296
UH_S020,120.0525024,108.0729827,97.99474132,70.50953085,59.68371211,71.35880967,115.7709364,96.94391748,89.63929962,67.16833773,90.49061893,82.68679714,89.25585945,115.9718759,46.43194035,45.67813167,59.10346233,48.64570815,100.2803111,46.57749831,96.79248411,9.71269031,56.42073966,24.22735671,80.15167771
UH_S025,96.3161006,92.95396804,101.9153178,53.38416681,45.5497549,49.7357944,97.25039993,73.56234039,87.5564182,66.47852985,73.2359322,74.16084227,70.05973047,95.08127047,32.81839236,36.76310108,57.54125591,40.33202641,88.93028914,52.06213719,82.48663298,16.71500513,43.84555344,25.84279269,71.23846154
UH250,96.80222905,90.29083796,88.63593955,57.45511209,47.65769158,42.4936386,114.1593993,78.11084607,88.38043672,66.53843068,77.62317193,60.30748371,59.18588397,101.0719452,34.51343576,41.23526377,53.32469919,38.40100419,71.19806631,46.99523607,86.59872825,18.13916716,43.2564012,23.78863618,82.06196058
UH304,112.847124,100.5261249,100.3206009,63.42551778,45.97270891,57.81919236,104.4315643,78.29254145,103.8956358,84.14419544,80.37745441,73.10611608,60.2630135,103.3331193,52.49991406,36.39751005,52.80002157,37.55419275,83.49340445,56.91000921,89.46863164,14.74979619,37.5546333,16.27543137,71.48461289
VA26,106.6595423,116.6319543,110.9584997,63.22033843,57.58712701,65.72091471,87.21623154,70.61531507,102.950131,92.92943665,77.94535854,73.15783019,73.34915471,102.6614302,37.56773551,20.62813464,58.75571824,39.99416047,81.17860045,48.96011922,85.94115595,8.18018847,24.83544813,7.02053073,71.77828964
W117,94.47110112,86.80481951,100.1242917,54.32925938,52.73448889,58.76730642,98.16522477,66.78117088,77.85921968,77.14989803,61.21240501,58.14843688,50.20956296,84.37780007,20.92626542,30.28892878,63.03924717,24.1358478,77.68654819,27.62413564,69.540502,3.80213676,20.52064734,13.53045056,71.20908367
W153R,100.7680064,80.17519825,91.35832378,49.41339007,45.29802319,71.21965321,119.902376,82.46695848,82.26914702,57.56571309,74.81849672,79.85304269,77.93271714,112.4245776,41.17448075,33.90341261,62.76224077,44.50494352,77.80845417,32.9065108,78.31066464,5.75878716,23.30048922,6.52512521,79.44546675
W182E,92.7070415,87.00627201,82.29760888,60.01456821,40.70679709,47.76710344,84.45169689,65.82496843,77.01561119,65.84402295,68.52568604,58.09629615,49.20323732,75.33170358,28.59505774,23.1171404,53.93882963,34.25047375,65.52254835,38.13816529,79.84994704,4.15030777,30.95238704,17.61792017,56.397372
W23,93.40878302,84.91742735,73.5943201,64.3162554,51.21831924,54.24929036,82.27758741,60.69636327,84.08622473,60.09343991,72.0879838,55.17966561,50.15432506,80.54009471,28.65114543,29.09077052,38.28815392,30.16337028,64.87269474,24.37210695,73.70132297,8.86026398,16.61743245,9.24427663,53.78191266
W602S,100.2214473,97.55247747,91.31432853,59.00173191,47.33666395,54.97868795,113.8042478,81.22378587,74.44885903,52.65773661,70.67120636,67.28474766,65.59641215,94.06908207,34.68558302,33.09231113,46.42542238,38.95272142,62.62998196,45.13944964,80.90086761,11.08504495,50.001371,24.15780103,79.3134434
W604S,105.4083144,90.3576289,91.6181053,59.85395267,44.79825638,47.71057312,102.1892016,73.75458927,97.04093588,75.34901165,72.52987318,73.6151639,61.46491082,108.3680548,32.99465138,43.20141342,54.18136967,41.0311582,81.62359766,44.79336525,90.98916539,11.73352238,45.36388759,14.53823075,68.57437129
W64A,103.5536712,82.2548851,91.59202451,72.7631869,55.40503174,57.41010671,97.26134297,74.48361412,86.95027268,81.20287659,68.94623666,79.95492938,56.80366645,93.51949291,27.16118763,29.88818982,45.96217582,36.08652743,57.36341972,42.07876665,79.11618976,8.14618018,22.28296991,13.87300441,51.50201459
W9,87.97441277,78.78966975,78.38624788,57.90396892,54.27136726,45.69048801,87.463029,70.69866331,67.94282556,60.23192424,58.80548036,39.43514067,39.38679125,83.26042144,18.63541435,22.68383161,41.82847414,26.1430989,55.06640599,40.65345041,68.92841911,3.99144811,25.98511444,17.44813519,63.614368
W95115,105.6831381,86.74911283,97.72863947,61.4993037,52.96216259,51.8161479,72.78773584,67.7158314,79.94363969,65.96597641,76.36978294,45.55417814,48.69919087,86.74715711,30.08257762,24.5499675,34.10318013,32.94727134,71.85547421,35.9431187,48.92198624,4.34361475,25.24476368,10.5956821,63.7003851
WF9,109.7135272,94.50839316,86.01887441,57.76250833,54.73888831,59.15584964,97.85393309,70.67305337,95.96425263,68.10312252,65.05005719,75.58632797,64.92852412,85.74653536,32.4757302,21.09541188,49.70651126,34.50338436,70.72119919,35.94540294,84.27479718,5.31240728,24.63993991,14.9891751,55.62198134
